ID_PARTIDO,EQUIPO_LOCAL,EQUIPO_VISITANTE,GOLES_LOCAL,GOLES_VISITANTE,MI_JORNADA
19013,Badajoz,Las Palmas,1,0,1965
19014,Elche,Ourense,2,2,1965
19015,Extremadura,Lleida,3,0,1965
19016,Leganés,Villarreal,0,2,1965
19017,Levante,Hércules,0,0,1965
19018,Logroñés,Éibar,1,1,1965
19019,Osasuna,Numancia,0,1,1965
19020,Sevilla,Albacete,2,0,1965
19021,Xerez,Jaén,0,3,1965
19022,Albacete,At. Madrid B,1,1,1966
19023,Hércules,Osasuna,0,0,1966
19024,Jaén,Elche,2,1,1966
19025,Las Palmas,Logroñés,0,4,1966
19026,Lleida,Badajoz,2,0,1966
19027,Ourense,Extremadura,0,1,1966
19028,Rayo Vallecano,Levante,3,0,1966
19029,Toledo,Leganés,3,2,1966
19030,Villarreal,Alavés,2,1,1966
19031,Xerez,Numancia,2,2,1966
19032,Éibar,Sevilla,1,1,1966
19033,Alavés,Toledo,3,0,1967
19034,At. Madrid B,Éibar,2,0,1967
19035,Badajoz,Ourense,2,0,1967
19036,Elche,Xerez,1,0,1967
19037,Extremadura,Jaén,2,2,1967
19038,Leganés,Albacete,0,2,1967
19039,Levante,Villarreal,1,2,1967
19040,Logroñés,Lleida,0,1,1967
19041,Numancia,Hércules,0,0,1967
19042,Osasuna,Rayo Vallecano,1,3,1967
19043,Sevilla,Las Palmas,1,1,1967
19044,Oviedo,Las Palmas,3,0,1968
19045,Villarreal,Compostela,0,0,1968
19046,Compostela,Villarreal,1,1,1969
19047,Las Palmas,Oviedo,3,1,1969
19048,Alavés,Betis,0,0,1970
19049,Celta,Dptivo. Coruña,0,0,1970
19050,Espanyol,Tenerife,2,1,1970
19051,Extremadura,Valladolid,0,0,1970
19052,Rac. Santander,Barcelona,0,0,1970
19053,Real Madrid,Villarreal,4,1,1970
19054,Real Sociedad,Oviedo,3,3,1970
19055,Salamanca,Mallorca,0,0,1970
19056,Valencia,At. Madrid,1,0,1970
19057,Zaragoza,Ath. Bilbao,2,0,1970
19058,At. Madrid,Salamanca,2,0,1971
19059,Ath. Bilbao,Rac. Santander,2,0,1971
19060,Barcelona,Extremadura,1,0,1971
19061,Betis,Zaragoza,1,3,1971
19062,Dptivo. Coruña,Valencia,1,0,1971
19063,Mallorca,Espanyol,2,0,1971
19064,Oviedo,Alavés,1,0,1971
19065,Tenerife,Real Sociedad,2,2,1971
19066,Valladolid,Real Madrid,0,1,1971
19067,Villarreal,Celta,1,1,1971
19068,Alavés,Zaragoza,1,0,1972
19069,Celta,Valladolid,0,0,1972
19070,Espanyol,At. Madrid,1,1,1972
19071,Extremadura,Ath. Bilbao,0,1,1972
19072,Oviedo,Tenerife,0,1,1972
19073,Rac. Santander,Betis,1,0,1972
19074,Real Madrid,Barcelona,2,2,1972
19075,Real Sociedad,Mallorca,0,1,1972
19076,Salamanca,Dptivo. Coruña,3,1,1972
19077,Valencia,Villarreal,1,0,1972
19078,At. Madrid,Real Sociedad,4,1,1973
19079,Ath. Bilbao,Real Madrid,2,3,1973
19080,Barcelona,Celta,2,2,1973
19081,Betis,Extremadura,1,1,1973
19082,Dptivo. Coruña,Espanyol,1,0,1973
19083,Mallorca,Oviedo,0,0,1973
19084,Tenerife,Alavés,1,2,1973
19085,Valladolid,Valencia,3,1,1973
19086,Villarreal,Salamanca,5,0,1973
19087,Zaragoza,Rac. Santander,3,1,1973
19088,Alavés,Rac. Santander,0,1,1974
19089,Celta,Ath. Bilbao,3,2,1974
19090,Espanyol,Villarreal,1,1,1974
19091,Extremadura,Zaragoza,0,2,1974
19092,Oviedo,At. Madrid,3,1,1974
19093,Real Madrid,Betis,0,1,1974
19094,Real Sociedad,Dptivo. Coruña,2,0,1974
19095,Salamanca,Valladolid,1,0,1974
19096,Tenerife,Mallorca,1,1,1974
19097,Valencia,Barcelona,1,3,1974
19098,At. Madrid,Tenerife,2,0,1975
19099,Ath. Bilbao,Valencia,2,0,1975
19100,Barcelona,Salamanca,1,1,1975
19101,Betis,Celta,0,3,1975
19102,Dptivo. Coruña,Oviedo,4,0,1975
19103,Mallorca,Alavés,2,1,1975
19104,Rac. Santander,Extremadura,3,1,1975
19105,Valladolid,Espanyol,2,1,1975
19106,Villarreal,Real Sociedad,1,1,1975
19107,Zaragoza,Real Madrid,3,4,1975
19108,Alavés,Extremadura,0,1,1976
19109,Celta,Zaragoza,2,0,1976
19110,Espanyol,Barcelona,1,2,1976
19111,Mallorca,At. Madrid,4,0,1976
19112,Oviedo,Villarreal,0,0,1976
19113,Real Madrid,Rac. Santander,2,2,1976
19114,Real Sociedad,Valladolid,1,0,1976
19115,Salamanca,Ath. Bilbao,2,1,1976
19116,Tenerife,Dptivo. Coruña,1,1,1976
19117,Valencia,Betis,5,1,1976
19118,At. Madrid,Alavés,3,0,1977
19119,Ath. Bilbao,Espanyol,2,2,1977
19120,Barcelona,Real Sociedad,4,1,1977
19121,Betis,Salamanca,1,0,1977
19122,Dptivo. Coruña,Mallorca,1,1,1977
19123,Extremadura,Real Madrid,1,5,1977
19124,Rac. Santander,Celta,2,2,1977
19125,Valladolid,Oviedo,2,1,1977
19126,Villarreal,Tenerife,2,5,1977
19127,Zaragoza,Valencia,1,4,1977
19128,Alavés,Real Madrid,1,1,1978
19129,At. Madrid,Dptivo. Coruña,1,1,1978
19130,Celta,Extremadura,5,1,1978
19131,Espanyol,Betis,1,0,1978
19132,Mallorca,Villarreal,1,0,1978
19133,Oviedo,Barcelona,2,1,1978
19134,Real Sociedad,Ath. Bilbao,3,1,1978
19135,Salamanca,Zaragoza,1,2,1978
19136,Tenerife,Valladolid,2,2,1978
19137,Valencia,Rac. Santander,3,0,1978
19138,Ath. Bilbao,Oviedo,3,5,1979
19139,Barcelona,Tenerife,4,1,1979
19140,Betis,Real Sociedad,1,0,1979
19141,Dptivo. Coruña,Alavés,2,2,1979
19142,Extremadura,Valencia,1,0,1979
19143,Rac. Santander,Salamanca,4,1,1979
19144,Real Madrid,Celta,1,2,1979
19145,Valladolid,Mallorca,1,0,1979
19146,Villarreal,At. Madrid,2,1,1979
19147,Zaragoza,Espanyol,0,3,1979
19148,Alavés,Celta,2,0,1980
19149,At. Madrid,Valladolid,6,1,1980
19150,Dptivo. Coruña,Villarreal,2,1,1980
19151,Espanyol,Rac. Santander,1,1,1980
19152,Mallorca,Barcelona,1,0,1980
19153,Oviedo,Betis,0,1,1980
19154,Real Sociedad,Zaragoza,0,0,1980
19155,Salamanca,Extremadura,2,1,1980
19156,Tenerife,Ath. Bilbao,0,1,1980
19157,Valencia,Real Madrid,3,1,1980
19158,Ath. Bilbao,Mallorca,1,0,1981
19159,Barcelona,At. Madrid,0,1,1981
19160,Betis,Tenerife,1,0,1981
19161,Celta,Valencia,2,2,1981
19162,Extremadura,Espanyol,1,0,1981
19163,Rac. Santander,Real Sociedad,0,1,1981
19164,Real Madrid,Salamanca,3,1,1981
19165,Valladolid,Dptivo. Coruña,0,1,1981
19166,Villarreal,Alavés,2,0,1981
19167,Zaragoza,Oviedo,1,0,1981
19168,Alavés,Valencia,0,1,1982
19169,At. Madrid,Ath. Bilbao,0,0,1982
19170,Dptivo. Coruña,Barcelona,2,1,1982
19171,Espanyol,Real Madrid,0,0,1982
19172,Mallorca,Betis,1,0,1982
19173,Oviedo,Rac. Santander,1,0,1982
19174,Real Sociedad,Extremadura,2,0,1982
19175,Salamanca,Celta,1,1,1982
19176,Tenerife,Zaragoza,1,1,1982
19177,Villarreal,Valladolid,2,1,1982
19178,Ath. Bilbao,Dptivo. Coruña,2,1,1983
19179,Barcelona,Villarreal,1,3,1983
19180,Betis,At. Madrid,0,0,1983
19181,Celta,Espanyol,2,0,1983
19182,Extremadura,Oviedo,0,1,1983
19183,Rac. Santander,Tenerife,0,0,1983
19184,Real Madrid,Real Sociedad,3,2,1983
19185,Valencia,Salamanca,1,0,1983
19186,Valladolid,Alavés,3,0,1983
19187,Zaragoza,Mallorca,0,1,1983
19188,Alavés,Salamanca,1,0,1984
19189,At. Madrid,Zaragoza,0,0,1984
19190,Dptivo. Coruña,Betis,2,2,1984
19191,Espanyol,Valencia,2,1,1984
19192,Mallorca,Rac. Santander,1,1,1984
19193,Oviedo,Real Madrid,1,0,1984
19194,Real Sociedad,Celta,2,0,1984
19195,Tenerife,Extremadura,1,1,1984
19196,Valladolid,Barcelona,0,1,1984
19197,Villarreal,Ath. Bilbao,0,1,1984
19198,Ath. Bilbao,Valladolid,2,1,1985
19199,Barcelona,Alavés,7,1,1985
19200,Betis,Villarreal,4,1,1985
19201,Celta,Oviedo,6,2,1985
19202,Extremadura,Mallorca,1,0,1985
19203,Rac. Santander,At. Madrid,2,3,1985
19204,Real Madrid,Tenerife,4,0,1985
19205,Salamanca,Espanyol,2,3,1985
19206,Valencia,Real Sociedad,2,0,1985
19207,Zaragoza,Dptivo. Coruña,3,1,1985
19208,Alavés,Espanyol,1,1,1986
19209,At. Madrid,Extremadura,5,0,1986
19210,Barcelona,Ath. Bilbao,4,2,1986
19211,Dptivo. Coruña,Rac. Santander,1,2,1986
19212,Mallorca,Real Madrid,2,1,1986
19213,Oviedo,Valencia,2,2,1986
19214,Real Sociedad,Salamanca,4,0,1986
19215,Tenerife,Celta,0,2,1986
19216,Valladolid,Betis,0,3,1986
19217,Villarreal,Zaragoza,1,1,1986
19218,Alavés,Ath. Bilbao,1,2,1987
19219,Betis,Barcelona,0,3,1987
19220,Celta,Mallorca,4,2,1987
19221,Espanyol,Real Sociedad,0,0,1987
19222,Extremadura,Dptivo. Coruña,1,2,1987
19223,Rac. Santander,Villarreal,1,2,1987
19224,Real Madrid,At. Madrid,4,2,1987
19225,Salamanca,Oviedo,1,1,1987
19226,Valencia,Tenerife,1,1,1987
19227,Zaragoza,Valladolid,2,0,1987
19228,At. Madrid,Celta,2,1,1988
19229,Ath. Bilbao,Betis,0,0,1988
19230,Barcelona,Zaragoza,3,1,1988
19231,Dptivo. Coruña,Real Madrid,4,0,1988
19232,Mallorca,Valencia,0,1,1988
19233,Oviedo,Espanyol,1,1,1988
19234,Real Sociedad,Alavés,2,1,1988
19235,Tenerife,Salamanca,1,0,1988
19236,Valladolid,Rac. Santander,0,0,1988
19237,Villarreal,Extremadura,1,1,1988
19238,At. Madrid,Valencia,1,2,1989
19239,Ath. Bilbao,Zaragoza,2,0,1989
19240,Barcelona,Rac. Santander,3,2,1989
19241,Betis,Alavés,1,0,1989
19242,Dptivo. Coruña,Celta,2,1,1989
19243,Mallorca,Salamanca,1,0,1989
19244,Oviedo,Real Sociedad,2,1,1989
19245,Tenerife,Espanyol,0,0,1989
19246,Valladolid,Extremadura,0,0,1989
19247,Villarreal,Real Madrid,0,2,1989
19248,Alavés,Oviedo,2,2,1990
19249,Celta,Villarreal,4,1,1990
19250,Espanyol,Mallorca,1,0,1990
19251,Extremadura,Barcelona,1,2,1990
19252,Rac. Santander,Ath. Bilbao,2,0,1990
19253,Real Madrid,Valladolid,3,2,1990
19254,Real Sociedad,Tenerife,1,1,1990
19255,Salamanca,At. Madrid,2,1,1990
19256,Valencia,Dptivo. Coruña,0,0,1990
19257,Zaragoza,Betis,2,2,1990
19258,At. Madrid,Espanyol,1,2,1991
19259,Ath. Bilbao,Extremadura,0,0,1991
19260,Barcelona,Real Madrid,3,0,1991
19261,Betis,Rac. Santander,1,1,1991
19262,Dptivo. Coruña,Salamanca,1,0,1991
19263,Mallorca,Real Sociedad,1,0,1991
19264,Tenerife,Oviedo,0,2,1991
19265,Valladolid,Celta,2,1,1991
19266,Villarreal,Valencia,1,0,1991
19267,Zaragoza,Alavés,1,1,1991
19268,Alavés,Tenerife,3,1,1992
19269,Celta,Barcelona,0,0,1992
19270,Espanyol,Dptivo. Coruña,2,2,1992
19271,Extremadura,Betis,2,1,1992
19272,Oviedo,Mallorca,1,3,1992
19273,Rac. Santander,Zaragoza,2,4,1992
19274,Real Madrid,Ath. Bilbao,0,1,1992
19275,Real Sociedad,At. Madrid,3,2,1992
19276,Salamanca,Villarreal,1,0,1992
19277,Valencia,Valladolid,0,1,1992
19278,At. Madrid,Oviedo,0,0,1993
19279,Ath. Bilbao,Celta,0,0,1993
19280,Barcelona,Valencia,2,4,1993
19281,Betis,Real Madrid,3,2,1993
19282,Dptivo. Coruña,Real Sociedad,0,1,1993
19283,Mallorca,Tenerife,1,1,1993
19284,Rac. Santander,Alavés,2,0,1993
19285,Valladolid,Salamanca,4,1,1993
19286,Villarreal,Espanyol,2,2,1993
19287,Zaragoza,Extremadura,3,1,1993
19288,Alavés,Mallorca,2,0,1994
19289,Celta,Betis,4,0,1994
19290,Espanyol,Valladolid,0,2,1994
19291,Extremadura,Rac. Santander,0,3,1994
19292,Oviedo,Dptivo. Coruña,1,2,1994
19293,Real Madrid,Zaragoza,3,2,1994
19294,Real Sociedad,Villarreal,1,1,1994
19295,Salamanca,Barcelona,1,4,1994
19296,Tenerife,At. Madrid,1,0,1994
19297,Valencia,Ath. Bilbao,4,1,1994
19298,At. Madrid,Mallorca,1,2,1995
19299,Ath. Bilbao,Salamanca,1,0,1995
19300,Barcelona,Espanyol,3,0,1995
19301,Betis,Valencia,0,1,1995
19302,Dptivo. Coruña,Tenerife,2,0,1995
19303,Extremadura,Alavés,1,0,1995
19304,Rac. Santander,Real Madrid,1,3,1995
19305,Valladolid,Real Sociedad,0,0,1995
19306,Villarreal,Oviedo,0,0,1995
19307,Zaragoza,Celta,0,1,1995
19308,Alavés,At. Madrid,2,0,1996
19309,Celta,Rac. Santander,3,0,1996
19310,Espanyol,Ath. Bilbao,1,1,1996
19311,Mallorca,Dptivo. Coruña,1,2,1996
19312,Oviedo,Valladolid,0,0,1996
19313,Real Madrid,Extremadura,2,0,1996
19314,Real Sociedad,Barcelona,0,2,1996
19315,Salamanca,Betis,1,3,1996
19316,Tenerife,Villarreal,2,2,1996
19317,Valencia,Zaragoza,1,1,1996
19318,Ath. Bilbao,Real Sociedad,0,0,1997
19319,Barcelona,Oviedo,3,1,1997
19320,Betis,Espanyol,0,1,1997
19321,Dptivo. Coruña,At. Madrid,1,1,1997
19322,Extremadura,Celta,1,1,1997
19323,Rac. Santander,Valencia,0,1,1997
19324,Real Madrid,Alavés,3,2,1997
19325,Valladolid,Tenerife,2,1,1997
19326,Villarreal,Mallorca,0,2,1997
19327,Zaragoza,Salamanca,2,0,1997
19328,Alavés,Dptivo. Coruña,2,1,1998
19329,At. Madrid,Villarreal,2,2,1998
19330,Celta,Real Madrid,5,1,1998
19331,Espanyol,Zaragoza,2,1,1998
19332,Mallorca,Valladolid,1,0,1998
19333,Oviedo,Ath. Bilbao,0,0,1998
19334,Real Sociedad,Betis,1,0,1998
19335,Salamanca,Rac. Santander,1,2,1998
19336,Tenerife,Barcelona,2,3,1998
19337,Valencia,Extremadura,1,1,1998
19338,Ath. Bilbao,Tenerife,2,0,1999
19339,Barcelona,Mallorca,2,1,1999
19340,Betis,Oviedo,5,0,1999
19341,Celta,Alavés,1,1,1999
19342,Extremadura,Salamanca,1,1,1999
19343,Rac. Santander,Espanyol,0,2,1999
19344,Real Madrid,Valencia,3,1,1999
19345,Valladolid,At. Madrid,1,0,1999
19346,Villarreal,Dptivo. Coruña,1,2,1999
19347,Zaragoza,Real Sociedad,1,1,1999
19348,Alavés,Villarreal,2,1,2000
19349,At. Madrid,Barcelona,1,1,2000
19350,Dptivo. Coruña,Valladolid,3,0,2000
19351,Espanyol,Extremadura,0,0,2000
19352,Mallorca,Ath. Bilbao,6,1,2000
19353,Oviedo,Zaragoza,1,2,2000
19354,Real Sociedad,Rac. Santander,2,0,2000
19355,Salamanca,Real Madrid,1,1,2000
19356,Tenerife,Betis,3,2,2000
19357,Valencia,Celta,2,2,2000
19358,Ath. Bilbao,At. Madrid,1,2,2001
19359,Barcelona,Dptivo. Coruña,4,0,2001
19360,Betis,Mallorca,1,3,2001
19361,Celta,Salamanca,1,0,2001
19362,Extremadura,Real Sociedad,1,0,2001
19363,Rac. Santander,Oviedo,0,0,2001
19364,Real Madrid,Espanyol,2,0,2001
19365,Valencia,Alavés,5,0,2001
19366,Valladolid,Villarreal,1,0,2001
19367,Zaragoza,Tenerife,3,1,2001
19368,Alavés,Valladolid,2,0,2002
19369,At. Madrid,Betis,2,3,2002
19370,Dptivo. Coruña,Ath. Bilbao,1,1,2002
19371,Espanyol,Celta,3,0,2002
19372,Mallorca,Zaragoza,1,0,2002
19373,Oviedo,Extremadura,1,0,2002
19374,Real Sociedad,Real Madrid,3,2,2002
19375,Salamanca,Valencia,0,1,2002
19376,Tenerife,Rac. Santander,2,2,2002
19377,Villarreal,Barcelona,2,3,2002
19378,Ath. Bilbao,Villarreal,2,0,2003
19379,Barcelona,Valladolid,1,1,2003
19380,Betis,Dptivo. Coruña,0,3,2003
19381,Celta,Real Sociedad,2,2,2003
19382,Extremadura,Tenerife,1,0,2003
19383,Rac. Santander,Mallorca,1,0,2003
19384,Real Madrid,Oviedo,2,1,2003
19385,Salamanca,Alavés,1,0,2003
19386,Valencia,Espanyol,1,2,2003
19387,Zaragoza,At. Madrid,2,0,2003
19388,Alavés,Barcelona,1,4,2004
19389,At. Madrid,Rac. Santander,1,1,2004
19390,Dptivo. Coruña,Zaragoza,2,1,2004
19391,Espanyol,Salamanca,4,0,2004
19392,Mallorca,Extremadura,2,0,2004
19393,Oviedo,Celta,1,3,2004
19394,Real Sociedad,Valencia,1,1,2004
19395,Tenerife,Real Madrid,2,3,2004
19396,Valladolid,Ath. Bilbao,0,3,2004
19397,Villarreal,Betis,3,4,2004
19398,Ath. Bilbao,Barcelona,1,3,2005
19399,Betis,Valladolid,2,0,2005
19400,Celta,Tenerife,2,0,2005
19401,Espanyol,Alavés,3,0,2005
19402,Extremadura,At. Madrid,2,1,2005
19403,Rac. Santander,Dptivo. Coruña,1,1,2005
19404,Real Madrid,Mallorca,2,1,2005
19405,Salamanca,Real Sociedad,0,1,2005
19406,Valencia,Oviedo,3,0,2005
19407,Zaragoza,Villarreal,4,0,2005
19408,At. Madrid,Real Madrid,3,1,2006
19409,Ath. Bilbao,Alavés,5,0,2006
19410,Barcelona,Betis,4,1,2006
19411,Dptivo. Coruña,Extremadura,1,1,2006
19412,Mallorca,Celta,2,0,2006
19413,Oviedo,Salamanca,3,2,2006
19414,Real Sociedad,Espanyol,1,2,2006
19415,Tenerife,Valencia,3,2,2006
19416,Valladolid,Zaragoza,1,1,2006
19417,Villarreal,Rac. Santander,3,0,2006
19418,Alavés,Real Sociedad,2,1,2007
19419,Betis,Ath. Bilbao,1,4,2007
19420,Celta,At. Madrid,0,1,2007
19421,Espanyol,Oviedo,2,1,2007
19422,Extremadura,Villarreal,2,2,2007
19423,Rac. Santander,Valladolid,0,2,2007
19424,Real Madrid,Dptivo. Coruña,3,1,2007
19425,Salamanca,Tenerife,1,2,2007
19426,Valencia,Mallorca,3,0,2007
19427,Zaragoza,Barcelona,2,0,2007
19428,At. Madrid B,Hércules,2,3,2008
19429,Compostela,Rec. Huelva,0,0,2008
19430,Las Palmas,Albacete,2,1,2008
19431,Lleida,Leganés,1,4,2008
19432,Logroñés,Badajoz,1,0,2008
19433,Mallorca B,Barcelona B,4,1,2008
19434,Málaga,Éibar,2,1,2008
19435,Numancia,Mérida,2,1,2008
19436,Rayo Vallecano,Osasuna,1,1,2008
19437,Sevilla,Ourense,3,0,2008
19438,Sporting Gijón,Toledo,0,0,2008
19439,Albacete,Mallorca B,0,2,2009
19440,Badajoz,Lleida,1,2,2009
19441,Barcelona B,At. Madrid B,1,1,2009
19442,Hércules,Rayo Vallecano,1,1,2009
19443,Leganés,Numancia,0,5,2009
19444,Mérida,Compostela,0,1,2009
19445,Osasuna,Logroñés,1,1,2009
19446,Ourense,Málaga,0,1,2009
19447,Rec. Huelva,Sevilla,0,1,2009
19448,Toledo,Las Palmas,2,0,2009
19449,Éibar,Sporting Gijón,2,1,2009
19450,At. Madrid B,Albacete,0,0,2010
19451,Compostela,Leganés,4,1,2010
19452,Las Palmas,Éibar,3,0,2010
19453,Lleida,Osasuna,1,0,2010
19454,Logroñés,Hércules,2,1,2010
19455,Mallorca B,Toledo,0,1,2010
19456,Málaga,Sporting Gijón,1,1,2010
19457,Numancia,Badajoz,2,1,2010
19458,Ourense,Rec. Huelva,1,0,2010
19459,Rayo Vallecano,Barcelona B,0,0,2010
19460,Sevilla,Mérida,0,0,2010
19461,Albacete,Rayo Vallecano,2,2,2011
19462,Badajoz,Compostela,2,2,2011
19463,Barcelona B,Logroñés,1,2,2011
19464,Hércules,Lleida,0,3,2011
19465,Leganés,Sevilla,0,1,2011
19466,Mérida,Ourense,1,1,2011
19467,Osasuna,Numancia,0,1,2011
19468,Rec. Huelva,Málaga,2,2,2011
19469,Sporting Gijón,Las Palmas,0,2,2011
19470,Toledo,At. Madrid B,2,0,2011
19471,Éibar,Mallorca B,0,1,2011
19472,At. Madrid B,Éibar,2,1,2012
19473,Compostela,Osasuna,0,2,2012
19474,Lleida,Barcelona B,2,3,2012
19475,Logroñés,Albacete,0,1,2012
19476,Mallorca B,Sporting Gijón,2,0,2012
19477,Málaga,Las Palmas,0,0,2012
19478,Numancia,Hércules,2,0,2012
19479,Ourense,Leganés,1,0,2012
19480,Rayo Vallecano,Toledo,1,1,2012
19481,Rec. Huelva,Mérida,0,0,2012
19482,Sevilla,Badajoz,0,0,2012
19483,Albacete,Lleida,0,1,2013
19484,Badajoz,Ourense,2,0,2013
19485,Barcelona B,Numancia,0,4,2013
19486,Hércules,Compostela,3,2,2013
19487,Las Palmas,Mallorca B,4,2,2013
19488,Leganés,Rec. Huelva,1,0,2013
19489,Mérida,Málaga,1,4,2013
19490,Osasuna,Sevilla,2,1,2013
19491,Sporting Gijón,At. Madrid B,0,3,2013
19492,Toledo,Logroñés,4,1,2013
19493,Éibar,Rayo Vallecano,1,2,2013
19494,At. Madrid B,Las Palmas,2,1,2014
19495,Compostela,Barcelona B,2,1,2014
19496,Lleida,Toledo,3,1,2014
19497,Logroñés,Éibar,1,1,2014
19498,Málaga,Mallorca B,2,1,2014
19499,Mérida,Leganés,2,0,2014
19500,Numancia,Albacete,1,1,2014
19501,Ourense,Osasuna,1,4,2014
19502,Rayo Vallecano,Sporting Gijón,2,1,2014
19503,Rec. Huelva,Badajoz,1,0,2014
19504,Sevilla,Hércules,1,0,2014
19505,Albacete,Compostela,1,0,2015
19506,Badajoz,Mérida,0,0,2015
19507,Barcelona B,Sevilla,2,2,2015
19508,Hércules,Ourense,0,2,2015
19509,Las Palmas,Rayo Vallecano,3,0,2015
19510,Leganés,Málaga,0,2,2015
19511,Mallorca B,At. Madrid B,3,4,2015
19512,Osasuna,Rec. Huelva,0,0,2015
19513,Sporting Gijón,Logroñés,0,1,2015
19514,Toledo,Numancia,1,1,2015
19515,Éibar,Lleida,1,1,2015
19516,Compostela,Toledo,1,1,2016
19517,Leganés,Badajoz,1,0,2016
19518,Lleida,Sporting Gijón,0,1,2016
19519,Logroñés,Las Palmas,1,1,2016
19520,Málaga,At. Madrid B,0,3,2016
19521,Mérida,Osasuna,1,0,2016
19522,Numancia,Éibar,2,1,2016
19523,Ourense,Barcelona B,2,0,2016
19524,Rayo Vallecano,Mallorca B,2,1,2016
19525,Rec. Huelva,Hércules,1,0,2016
19526,Sevilla,Albacete,2,1,2016
19527,Albacete,Ourense,2,1,2017
19528,At. Madrid B,Rayo Vallecano,1,2,2017
19529,Badajoz,Málaga,2,0,2017
19530,Barcelona B,Rec. Huelva,1,2,2017
19531,Hércules,Mérida,0,0,2017
19532,Las Palmas,Lleida,0,0,2017
19533,Mallorca B,Logroñés,1,1,2017
19534,Osasuna,Leganés,1,0,2017
19535,Sporting Gijón,Numancia,0,2,2017
19536,Toledo,Sevilla,2,0,2017
19537,Éibar,Compostela,1,3,2017
19538,Badajoz,Osasuna,0,1,2018
19539,Compostela,Sporting Gijón,2,2,2018
19540,Leganés,Hércules,2,2,2018
19541,Lleida,Mallorca B,1,0,2018
19542,Logroñés,At. Madrid B,2,3,2018
19543,Málaga,Rayo Vallecano,1,3,2018
19544,Mérida,Barcelona B,4,2,2018
19545,Numancia,Las Palmas,0,0,2018
19546,Ourense,Toledo,0,1,2018
19547,Rec. Huelva,Albacete,1,0,2018
19548,Sevilla,Éibar,2,0,2018
19549,Albacete,Mérida,0,2,2019
19550,At. Madrid B,Lleida,2,2,2019
19551,Barcelona B,Leganés,0,2,2019
19552,Hércules,Badajoz,2,0,2019
19553,Las Palmas,Compostela,1,1,2019
19554,Mallorca B,Numancia,0,3,2019
19555,Osasuna,Málaga,1,0,2019
19556,Rayo Vallecano,Logroñés,2,1,2019
19557,Sporting Gijón,Sevilla,2,2,2019
19558,Toledo,Rec. Huelva,1,0,2019
19559,Éibar,Ourense,2,1,2019
19560,Badajoz,Barcelona B,1,0,2020
19561,Compostela,Mallorca B,2,0,2020
19562,Leganés,Albacete,0,0,2020
19563,Lleida,Rayo Vallecano,0,0,2020
19564,Málaga,Logroñés,3,2,2020
19565,Mérida,Toledo,1,1,2020
19566,Numancia,At. Madrid B,2,1,2020
19567,Osasuna,Hércules,0,0,2020
19568,Ourense,Sporting Gijón,1,2,2020
19569,Rec. Huelva,Éibar,2,0,2020
19570,Sevilla,Las Palmas,1,3,2020
19571,Albacete,Badajoz,0,1,2021
19572,At. Madrid B,Compostela,0,0,2021
19573,Barcelona B,Osasuna,4,0,2021
19574,Hércules,Málaga,0,3,2021
19575,Las Palmas,Ourense,6,0,2021
19576,Logroñés,Lleida,1,1,2021
19577,Mallorca B,Sevilla,0,0,2021
19578,Rayo Vallecano,Numancia,1,1,2021
19579,Sporting Gijón,Rec. Huelva,0,1,2021
19580,Toledo,Leganés,3,3,2021
19581,Éibar,Mérida,1,0,2021
19582,Badajoz,Toledo,0,1,2022
19583,Compostela,Rayo Vallecano,1,3,2022
19584,Hércules,Barcelona B,1,2,2022
19585,Leganés,Éibar,2,0,2022
19586,Málaga,Lleida,0,0,2022
19587,Mérida,Sporting Gijón,0,1,2022
19588,Numancia,Logroñés,2,3,2022
19589,Osasuna,Albacete,1,0,2022
19590,Ourense,Mallorca B,1,2,2022
19591,Rec. Huelva,Las Palmas,0,0,2022
19592,Sevilla,At. Madrid B,2,2,2022
19593,Albacete,Hércules,3,1,2023
19594,At. Madrid B,Ourense,2,1,2023
19595,Barcelona B,Málaga,1,1,2023
19596,Las Palmas,Mérida,1,0,2023
19597,Lleida,Numancia,2,1,2023
19598,Logroñés,Compostela,0,3,2023
19599,Mallorca B,Rec. Huelva,2,1,2023
19600,Rayo Vallecano,Sevilla,1,4,2023
19601,Sporting Gijón,Leganés,0,0,2023
19602,Toledo,Osasuna,1,4,2023
19603,Éibar,Badajoz,0,1,2023
19604,Badajoz,Sporting Gijón,2,0,2024
19605,Barcelona B,Albacete,0,1,2024
19606,Compostela,Lleida,1,1,2024
19607,Hércules,Toledo,1,0,2024
19608,Leganés,Las Palmas,0,0,2024
19609,Málaga,Numancia,2,1,2024
19610,Mérida,Mallorca B,3,0,2024
19611,Osasuna,Éibar,3,0,2024
19612,Ourense,Rayo Vallecano,1,2,2024
19613,Rec. Huelva,At. Madrid B,1,0,2024
19614,Sevilla,Logroñés,0,3,2024
19615,Albacete,Málaga,2,2,2025
19616,At. Madrid B,Mérida,0,1,2025
19617,Las Palmas,Badajoz,1,1,2025
19618,Lleida,Sevilla,3,0,2025
19619,Logroñés,Ourense,2,2,2025
19620,Mallorca B,Leganés,2,1,2025
19621,Numancia,Compostela,1,0,2025
19622,Rayo Vallecano,Rec. Huelva,2,1,2025
19623,Sporting Gijón,Osasuna,1,1,2025
19624,Toledo,Barcelona B,2,1,2025
19625,Éibar,Hércules,1,0,2025
19626,Albacete,Toledo,0,2,2026
