ID_VUELO;flightNum;departure;arrival;originiata;destiata;Matricula
28290;6060;26/10/2008;26/10/2008;LAN;ORD;N910SW
28291;6060;27/10/2008;27/10/2008;LAN;ORD;N954SW
28292;6060;25/10/2008;25/10/2008;ORD;LAN;N978SW
28293;6060;26/10/2008;26/10/2008;ORD;LAN;N910SW
28294;6060;27/10/2008;27/10/2008;ORD;LAN;N954SW
28295;6061;27/10/2008;27/10/2008;LAX;PDX;N764SK
28296;6061;25/10/2008;25/10/2008;LAX;PDX;N755SK
28297;6061;26/10/2008;26/10/2008;LAX;PDX;N755SK
28298;6062;26/10/2008;26/10/2008;ORD;MKE;N712SK
28299;6062;27/10/2008;27/10/2008;ORD;MKE;N728SK
28300;6064;25/10/2008;25/10/2008;BZN;DEN;N406SW
28301;6064;26/10/2008;26/10/2008;BZN;DEN;N405SW
28302;6064;27/10/2008;27/10/2008;BZN;DEN;N417SW
28303;6064;27/10/2008;27/10/2008;DEN;BZN;N417SW
28304;6064;26/10/2008;26/10/2008;DEN;BZN;N405SW
28305;6064;25/10/2008;25/10/2008;DEN;BZN;N406SW
28306;6065;26/10/2008;26/10/2008;LAX;PDX;N703SK
28307;6065;25/10/2008;25/10/2008;LAX;PDX;N768SK
28308;6065;27/10/2008;27/10/2008;LAX;PDX;N768SK
28309;6067;25/10/2008;25/10/2008;DEN;BZN;N766SK
28310;6068;25/10/2008;25/10/2008;CPR;ORD;N935SW
28311;6069;25/10/2008;25/10/2008;SFO;SLC;N746SK
28312;6069;27/10/2008;27/10/2008;SFO;SLC;N939SW
28313;6069;26/10/2008;26/10/2008;SFO;SLC;N767SK
28314;6069;27/10/2008;27/10/2008;SLC;SFO;N939SW
28315;6069;25/10/2008;25/10/2008;SLC;SFO;N746SK
28316;6069;26/10/2008;26/10/2008;SLC;SFO;N767SK
28317;6071;27/10/2008;27/10/2008;LAX;PDX;N924SW
28318;6071;25/10/2008;25/10/2008;LAX;PDX;N964SW
28319;6071;26/10/2008;26/10/2008;LAX;PDX;N925SW
28320;6072;25/10/2008;25/10/2008;ABE;ORD;N776SK
28321;6072;27/10/2008;27/10/2008;ABE;ORD;N978SW
28322;6073;27/10/2008;27/10/2008;LAX;PDX;N751SK
28323;6073;25/10/2008;25/10/2008;LAX;PDX;N768SK
28324;6073;26/10/2008;26/10/2008;LAX;PDX;N705SK
28325;6074;26/10/2008;26/10/2008;BZN;DEN;N927SW
28326;6074;27/10/2008;27/10/2008;BZN;DEN;N927SW
28327;6074;27/10/2008;27/10/2008;DEN;BZN;N927SW
28328;6074;26/10/2008;26/10/2008;DEN;BZN;N927SW
28329;6075;27/10/2008;27/10/2008;ORD;SLC;N756SK
28330;6075;25/10/2008;25/10/2008;ORD;SLC;N742SK
28331;6075;25/10/2008;25/10/2008;SLC;ORD;N742SK
28332;6075;27/10/2008;27/10/2008;SLC;ORD;N756SK
28333;6076;26/10/2008;26/10/2008;PDX;LAX;N768SK
28334;6076;25/10/2008;25/10/2008;PDX;LAX;N709SK
28335;6076;27/10/2008;27/10/2008;PDX;LAX;N705SK
28336;6077;27/10/2008;27/10/2008;ORD;SGF;N982SW
28337;6077;26/10/2008;26/10/2008;ORD;SGF;N951SW
28338;6077;26/10/2008;26/10/2008;SGF;ORD;N951SW
28339;6077;27/10/2008;27/10/2008;SGF;ORD;N982SW
28340;6078;26/10/2008;26/10/2008;PDX;LAX;N755SK
28341;6078;25/10/2008;25/10/2008;PDX;LAX;N755SK
28342;6078;27/10/2008;27/10/2008;PDX;LAX;N764SK
28343;6079;27/10/2008;27/10/2008;BZN;DEN;N961SW
28344;6079;25/10/2008;25/10/2008;BZN;DEN;N952SW
28345;6080;26/10/2008;26/10/2008;BZN;DEN;N961SW
28346;6080;27/10/2008;27/10/2008;BZN;DEN;N962SW
28347;6080;27/10/2008;27/10/2008;DEN;BZN;N962SW
28348;6080;26/10/2008;26/10/2008;DEN;BZN;N961SW
28349;6082;27/10/2008;27/10/2008;PDX;LAX;N768SK
28350;6082;25/10/2008;25/10/2008;PDX;LAX;N768SK
28351;6082;26/10/2008;26/10/2008;PDX;LAX;N703SK
28352;6083;27/10/2008;27/10/2008;ORD;LNK;N986SW
28353;6083;26/10/2008;26/10/2008;ORD;LNK;N943SW
28354;6084;27/10/2008;27/10/2008;PDX;LAX;N924SW
28355;6084;25/10/2008;25/10/2008;PDX;LAX;N964SW
28356;6084;26/10/2008;26/10/2008;PDX;LAX;N925SW
28357;6085;27/10/2008;28/10/2008;AZO;ORD;N976SW
28358;6085;26/10/2008;27/10/2008;AZO;ORD;N962SW
28359;6085;27/10/2008;27/10/2008;ORD;AZO;N976SW
28360;6085;26/10/2008;26/10/2008;ORD;AZO;N962SW
28361;6087;27/10/2008;27/10/2008;ORD;MEM;N745SK
28362;6087;25/10/2008;25/10/2008;ORD;MEM;N935SW
28363;6087;26/10/2008;26/10/2008;ORD;MEM;N962SW
28364;6088;26/10/2008;26/10/2008;DEN;ICT;N937SW
28365;6088;25/10/2008;25/10/2008;DEN;ICT;N937SW
28366;6088;27/10/2008;27/10/2008;DEN;ICT;N698BR
28367;6088;27/10/2008;27/10/2008;ICT;DEN;N698BR
28368;6088;25/10/2008;25/10/2008;ICT;DEN;N937SW
28369;6088;26/10/2008;26/10/2008;ICT;DEN;N937SW
28370;6089;27/10/2008;27/10/2008;ORD;SAT;N702SK
28371;6089;25/10/2008;25/10/2008;ORD;SAT;N758SK
28372;6089;26/10/2008;26/10/2008;ORD;SAT;N753SK
28373;6092;27/10/2008;27/10/2008;SAT;ORD;N728SK
28374;6092;25/10/2008;25/10/2008;SAT;ORD;N758SK
28375;6092;26/10/2008;26/10/2008;SAT;ORD;N719SK
28376;6094;25/10/2008;25/10/2008;MSN;ORD;N701SK
28377;6094;26/10/2008;26/10/2008;MSN;ORD;N713SK
28378;6094;27/10/2008;27/10/2008;MSN;ORD;N744SK
28379;6095;26/10/2008;26/10/2008;SLC;SFO;N937SW
28380;6095;25/10/2008;25/10/2008;SLC;SFO;N957SW
28381;6095;27/10/2008;27/10/2008;SLC;SFO;N698BR
28382;6096;25/10/2008;25/10/2008;SLC;ORD;N713SK
28383;6096;26/10/2008;26/10/2008;SLC;ORD;N742SK
28384;6096;27/10/2008;27/10/2008;SLC;ORD;N745SK
28385;6097;26/10/2008;26/10/2008;ORD;SLC;N745SK
28386;6097;25/10/2008;25/10/2008;ORD;SLC;N772SK
28387;6097;27/10/2008;27/10/2008;ORD;SLC;N753SK
28388;6098;27/10/2008;27/10/2008;MRY;SFO;N937SW
28389;6098;25/10/2008;25/10/2008;MRY;SFO;N929SW
28390;6101;26/10/2008;26/10/2008;DEN;PIA;N957SW
28391;6101;25/10/2008;25/10/2008;DEN;PIA;N939SW
28392;6101;27/10/2008;27/10/2008;DEN;PIA;N919SW
28393;6103;27/10/2008;27/10/2008;PIA;DEN;N957SW
28394;6103;25/10/2008;25/10/2008;PIA;DEN;N939SW
28395;6103;26/10/2008;26/10/2008;PIA;DEN;N939SW
28396;6107;27/10/2008;27/10/2008;MRY;SFO;N975SW
28397;6107;27/10/2008;27/10/2008;SFO;MRY;N975SW
28398;6110;26/10/2008;26/10/2008;SEA;LAX;N709SK
28399;6110;25/10/2008;25/10/2008;SEA;LAX;N764SK
28400;6110;27/10/2008;27/10/2008;SEA;LAX;N742SK
28401;6111;27/10/2008;27/10/2008;SFO;MRY;N925SW
28402;6111;26/10/2008;26/10/2008;SFO;MRY;N937SW
28403;6112;25/10/2008;25/10/2008;LAX;SEA;N709SK
28404;6112;27/10/2008;27/10/2008;LAX;SEA;N738SK
28405;6112;26/10/2008;26/10/2008;LAX;SEA;N742SK
28406;6117;26/10/2008;26/10/2008;OKC;DEN;N765SK
28407;6117;27/10/2008;27/10/2008;OKC;DEN;N771SK
28408;6120;26/10/2008;26/10/2008;PIT;DEN;N728SK
28409;6120;27/10/2008;27/10/2008;PIT;DEN;N754SK
28410;6123;27/10/2008;27/10/2008;ORD;SDF;N976SW
28411;6125;26/10/2008;26/10/2008;DEN;BUR;N405SW
28412;6125;27/10/2008;27/10/2008;DEN;BUR;N920SW
28413;6125;25/10/2008;25/10/2008;DEN;GTF;N710BR
28414;6126;25/10/2008;25/10/2008;BUR;DEN;N699BR
28415;6126;26/10/2008;26/10/2008;BUR;DEN;N406SW
28416;6126;27/10/2008;27/10/2008;BUR;DEN;N405SW
28417;6130;27/10/2008;27/10/2008;LAX;AUS;N755SK
28418;6130;26/10/2008;26/10/2008;LAX;AUS;N709SK
28419;6131;26/10/2008;26/10/2008;AUS;LAX;N742SK
28420;6131;27/10/2008;27/10/2008;AUS;LAX;N738SK
28421;6134;26/10/2008;26/10/2008;SFO;ONT;N929SW
28422;6134;25/10/2008;25/10/2008;SFO;ONT;N925SW
28423;6134;27/10/2008;27/10/2008;SFO;ONT;N926SW
28424;6135;25/10/2008;25/10/2008;ONT;SFO;N925SW
28425;6135;26/10/2008;26/10/2008;ONT;SFO;N929SW
28426;6135;27/10/2008;27/10/2008;ONT;SFO;N926SW
28427;6139;27/10/2008;27/10/2008;HPN;ORD;N959SW
28428;6139;26/10/2008;26/10/2008;HPN;ORD;N945SW
28429;6140;27/10/2008;27/10/2008;SFO;ONT;N763SK
28430;6140;26/10/2008;26/10/2008;SFO;ONT;N713SK
28431;6140;25/10/2008;25/10/2008;SFO;ONT;N953SW
28432;6142;26/10/2008;26/10/2008;SFO;SNA;N748SK
28433;6142;27/10/2008;27/10/2008;SFO;SNA;N746SK
28434;6142;27/10/2008;27/10/2008;SNA;SFO;N746SK
28435;6142;26/10/2008;26/10/2008;SNA;SFO;N748SK
28436;6143;27/10/2008;27/10/2008;CRW;ORD;N959SW
28437;6143;26/10/2008;26/10/2008;CRW;ORD;N908SW
28438;6143;25/10/2008;25/10/2008;CRW;ORD;N969SW
28439;6145;26/10/2008;26/10/2008;MEM;ORD;N699BR
28440;6147;26/10/2008;26/10/2008;LAX;TUS;N986SW
28441;6147;25/10/2008;25/10/2008;LAX;TUS;N967SW
28442;6148;25/10/2008;25/10/2008;DEN;GJT;N903SW
28443;6148;26/10/2008;26/10/2008;DEN;GJT;N941SW
28444;6148;27/10/2008;27/10/2008;DEN;GJT;N465SW
28445;6148;27/10/2008;27/10/2008;GJT;DEN;N465SW
28446;6148;26/10/2008;26/10/2008;GJT;DEN;N941SW
28447;6148;25/10/2008;25/10/2008;GJT;DEN;N903SW
28448;6150;27/10/2008;27/10/2008;SFO;ONT;N698BR
28449;6150;26/10/2008;26/10/2008;SFO;ONT;N762SK
28450;6151;25/10/2008;25/10/2008;EUG;DEN;N710BR
28451;6151;27/10/2008;27/10/2008;EUG;DEN;N701SK
28452;6151;26/10/2008;26/10/2008;EUG;DEN;N957SW
28453;6152;25/10/2008;25/10/2008;ABQ;DEN;N753SK
28454;6152;27/10/2008;27/10/2008;ABQ;DEN;N920SW
28455;6152;27/10/2008;27/10/2008;DEN;ABQ;N920SW
28456;6152;25/10/2008;25/10/2008;DEN;ABQ;N753SK
28457;6164;27/10/2008;27/10/2008;PSP;SFO;N945SW
28458;6164;25/10/2008;25/10/2008;PSP;SFO;N763SK
28459;6164;26/10/2008;26/10/2008;PSP;SFO;N958SW
28460;6165;27/10/2008;27/10/2008;SFO;SNA;N715SK
28461;6165;26/10/2008;26/10/2008;SFO;SNA;N706SK
28462;6165;26/10/2008;26/10/2008;SNA;SFO;N706SK
28463;6165;27/10/2008;27/10/2008;SNA;SFO;N715SK
28464;6180;27/10/2008;27/10/2008;DEN;OKC;N771SK
28465;6180;26/10/2008;26/10/2008;DEN;OKC;N765SK
28466;6182;27/10/2008;27/10/2008;AUS;ORD;N756SK
28467;6182;25/10/2008;25/10/2008;AUS;ORD;N740SK
28468;6183;25/10/2008;25/10/2008;TYS;DEN;N726SK
28469;6183;26/10/2008;26/10/2008;TYS;DEN;N771SK
28470;6183;27/10/2008;27/10/2008;TYS;DEN;N707SK
28471;6186;27/10/2008;27/10/2008;CHS;ORD;N750SK
28472;6186;25/10/2008;25/10/2008;CHS;ORD;N706SK
28473;6186;27/10/2008;27/10/2008;ORD;CHS;N750SK
28474;6186;25/10/2008;25/10/2008;ORD;CHS;N706SK
28475;6189;26/10/2008;26/10/2008;ORD;XNA;N978SW
28476;6189;27/10/2008;27/10/2008;ORD;XNA;N955SW
28477;6197;26/10/2008;26/10/2008;DEN;BZN;N961SW
28478;6197;27/10/2008;27/10/2008;DEN;BZN;N978SW
28479;6200;27/10/2008;27/10/2008;ORD;CID;N746SK
28480;6201;27/10/2008;27/10/2008;ORD;IAH;N712SK
28481;6202;27/10/2008;27/10/2008;DEN;MTJ;N967SW
28482;6209;27/10/2008;28/10/2008;DEN;FSD;N979SW
28483;6209;26/10/2008;26/10/2008;DEN;FSD;N969SW
28484;6210;25/10/2008;25/10/2008;DFW;LAX;N755SK
28485;6210;26/10/2008;26/10/2008;DFW;LAX;N755SK
28486;6210;27/10/2008;27/10/2008;DFW;LAX;N764SK
28487;6219;27/10/2008;27/10/2008;LAX;DFW;N764SK
28488;6219;26/10/2008;26/10/2008;LAX;DFW;N755SK
28489;6219;25/10/2008;25/10/2008;LAX;DFW;N755SK
28490;6224;27/10/2008;27/10/2008;BIL;DEN;N971SW
28491;6224;26/10/2008;26/10/2008;BIL;DEN;N909SW
28492;6224;27/10/2008;27/10/2008;DEN;BIL;N971SW
28493;6224;26/10/2008;26/10/2008;DEN;BIL;N909SW
28494;6225;25/10/2008;25/10/2008;DEN;FAT;N938SW
28495;6225;25/10/2008;25/10/2008;FAT;DEN;N938SW
28496;6229;25/10/2008;25/10/2008;DFW;LAX;N745SK
28497;6229;26/10/2008;26/10/2008;DFW;LAX;N764SK
28498;6229;27/10/2008;27/10/2008;DFW;LAX;N740SK
28499;6234;27/10/2008;27/10/2008;LAX;DFW;N740SK
28500;6234;26/10/2008;26/10/2008;LAX;DFW;N764SK
28501;6234;25/10/2008;25/10/2008;LAX;DFW;N745SK
28502;6237;25/10/2008;25/10/2008;LAX;SEA;N708SK
28503;6237;25/10/2008;25/10/2008;SEA;LAX;N708SK
28504;6241;27/10/2008;27/10/2008;DEN;MTJ;N929SW
28505;6241;25/10/2008;25/10/2008;DEN;MTJ;N903SW
28506;6241;26/10/2008;26/10/2008;DEN;MTJ;N935SW
28507;6241;27/10/2008;27/10/2008;MTJ;DEN;N929SW
28508;6241;26/10/2008;26/10/2008;MTJ;DEN;N935SW
28509;6241;25/10/2008;25/10/2008;MTJ;DEN;N903SW
28510;6244;27/10/2008;27/10/2008;SFO;MFR;N743SK
28511;6244;26/10/2008;26/10/2008;SFO;MFR;N715SK
28512;6244;25/10/2008;25/10/2008;SFO;MFR;N706SK
28513;6245;25/10/2008;25/10/2008;MFR;SFO;N763SK
28514;6245;26/10/2008;26/10/2008;MFR;SFO;N706SK
28515;6245;27/10/2008;27/10/2008;MFR;SFO;N715SK
28516;6251;27/10/2008;27/10/2008;FSD;ORD;N956SW
28517;6252;27/10/2008;27/10/2008;SPI;ORD;N913SW
28518;6255;27/10/2008;27/10/2008;BUR;SFO;N958SW
28519;6255;26/10/2008;26/10/2008;BUR;SFO;N907SW
28520;6257;27/10/2008;27/10/2008;ORD;SPI;N913SW
28521;6258;26/10/2008;26/10/2008;ORD;PIA;N943SW
28522;6258;26/10/2008;26/10/2008;PIA;ORD;N943SW
28523;6259;25/10/2008;25/10/2008;ORD;PIA;N945SW
28524;6259;27/10/2008;27/10/2008;ORD;PIA;N978SW
28525;6259;27/10/2008;27/10/2008;PIA;ORD;N978SW
28526;6259;25/10/2008;25/10/2008;PIA;ORD;N945SW
28527;6259;26/10/2008;26/10/2008;PIA;ORD;N932SW
28528;6263;27/10/2008;27/10/2008;ORD;TYS;N963SW
28529;6263;27/10/2008;27/10/2008;TYS;ORD;N963SW
28530;6269;26/10/2008;26/10/2008;MSN;ORD;N936SW
28531;6269;27/10/2008;27/10/2008;MSN;ORD;N959SW
28532;6269;26/10/2008;26/10/2008;ORD;MSN;N936SW
28533;6269;27/10/2008;27/10/2008;ORD;MSN;N959SW
28534;6274;27/10/2008;27/10/2008;ORD;HPN;N952SW
28535;6276;27/10/2008;27/10/2008;CID;DEN;N930SW
28536;6285;26/10/2008;26/10/2008;DTW;DEN;N751SK
28537;6285;25/10/2008;25/10/2008;DTW;DEN;N705SK
28538;6285;27/10/2008;27/10/2008;DTW;DEN;N716SK
28539;6293;25/10/2008;25/10/2008;ORD;CLE;N742SK
28540;6296;27/10/2008;27/10/2008;DEN;SAT;N728SK
28541;6296;26/10/2008;26/10/2008;DEN;SAT;N719SK
28542;6299;25/10/2008;25/10/2008;ORD;BHM;N936SW
28543;6320;26/10/2008;26/10/2008;ORD;MKE;N738SK
28544;6320;27/10/2008;27/10/2008;ORD;MKE;N910SW
28545;6322;27/10/2008;27/10/2008;MKE;ORD;N910SW
28546;6322;26/10/2008;26/10/2008;MKE;ORD;N738SK
28547;6323;25/10/2008;25/10/2008;CVG;ORD;N926SW
28548;6323;26/10/2008;26/10/2008;ORD;CVG;N774SK
28549;6323;25/10/2008;25/10/2008;ORD;CVG;N926SW
28550;6324;27/10/2008;27/10/2008;FSD;ORD;N927SW
28551;6324;26/10/2008;26/10/2008;FSD;ORD;N913SW
28552;6327;25/10/2008;25/10/2008;DEN;ASE;N771SK
28553;6330;25/10/2008;25/10/2008;ONT;SFO;N716SK
28554;6330;26/10/2008;26/10/2008;ONT;SFO;N953SW
28555;6330;27/10/2008;27/10/2008;ONT;SFO;N713SK
28556;6331;25/10/2008;25/10/2008;COS;SFO;N927SW
28557;6331;27/10/2008;27/10/2008;COS;SFO;N944SW
28558;6331;26/10/2008;26/10/2008;COS;SFO;N767SK
28559;6332;25/10/2008;25/10/2008;SFO;SBA;N927SW
28560;6332;26/10/2008;26/10/2008;SFO;SBA;N953SW
28561;6332;27/10/2008;27/10/2008;SFO;SBA;N926SW
28562;6333;27/10/2008;27/10/2008;BUR;SFO;N744SK
28563;6333;27/10/2008;27/10/2008;SFO;BUR;N744SK
28564;6334;25/10/2008;25/10/2008;SGF;ORD;N910SW
28565;6336;27/10/2008;27/10/2008;RNO;SFO;N937SW
28566;6336;25/10/2008;25/10/2008;RNO;SFO;N929SW
28567;6336;26/10/2008;26/10/2008;RNO;SFO;N762SK
28568;6336;27/10/2008;27/10/2008;SFO;RNO;N937SW
28569;6336;25/10/2008;25/10/2008;SFO;RNO;N929SW
28570;6336;26/10/2008;26/10/2008;SFO;RNO;N762SK
28571;6337;27/10/2008;27/10/2008;MSN;ORD;N709SK
28572;6337;25/10/2008;25/10/2008;MSN;ORD;N983SW
28573;6337;26/10/2008;26/10/2008;MSN;ORD;N928SW
28574;6337;26/10/2008;26/10/2008;ORD;MSN;N928SW
28575;6337;27/10/2008;27/10/2008;ORD;MSN;N709SK
28576;6337;25/10/2008;25/10/2008;ORD;MSN;N983SW
28577;6341;25/10/2008;25/10/2008;DEN;SGF;N910SW
28578;6341;26/10/2008;26/10/2008;LAN;ORD;N978SW
28579;6344;25/10/2008;25/10/2008;DSM;ORD;N936SW
28580;6344;26/10/2008;26/10/2008;FAT;LAX;N964SW
28581;6344;25/10/2008;25/10/2008;ORD;DSM;N936SW
28582;6345;27/10/2008;27/10/2008;COS;DEN;N919SW
28583;6345;26/10/2008;26/10/2008;COS;DEN;N961SW
28584;6346;25/10/2008;25/10/2008;DEN;GTF;N980SW
28585;6346;25/10/2008;25/10/2008;GTF;DEN;N980SW
28586;6346;26/10/2008;26/10/2008;GTF;DEN;N973SW
28587;6347;25/10/2008;25/10/2008;DEN;SLC;N967SW
28588;6347;26/10/2008;26/10/2008;DEN;SLC;N443SW
28589;6347;27/10/2008;27/10/2008;DEN;SLC;N983SW
28590;6349;27/10/2008;27/10/2008;BUR;SFO;N958SW
28591;6349;26/10/2008;26/10/2008;BUR;SFO;N982SW
28592;6350;27/10/2008;27/10/2008;SFO;ONT;N715SK
28593;6350;26/10/2008;26/10/2008;SFO;ONT;N773SK
28594;6350;25/10/2008;25/10/2008;SFO;ONT;N944SW
28595;6351;26/10/2008;26/10/2008;LNK;DEN;N699BR
28596;6351;27/10/2008;27/10/2008;LNK;DEN;N406SW
28597;6351;25/10/2008;25/10/2008;LNK;DEN;N956SW
28598;6352;26/10/2008;26/10/2008;SFO;TUS;N762SK
28599;6352;25/10/2008;25/10/2008;SFO;TUS;N701SK
28600;6352;27/10/2008;27/10/2008;SFO;TUS;N698BR
28601;6353;25/10/2008;25/10/2008;LAX;SJC;N917SW
28602;6353;26/10/2008;26/10/2008;LAX;SJC;N948SW
28603;6354;27/10/2008;27/10/2008;MTJ;DEN;N967SW
28604;6355;26/10/2008;26/10/2008;LAX;RNO;N917SW
28605;6355;25/10/2008;25/10/2008;RAP;ORD;N715SK
28606;6356;26/10/2008;27/10/2008;SFO;SLC;N982SW
28607;6356;27/10/2008;28/10/2008;SFO;SLC;N939SW
28608;6357;26/10/2008;26/10/2008;FSD;ORD;N748SK
28609;6359;26/10/2008;26/10/2008;BOI;SFO;N915SW
28610;6359;25/10/2008;25/10/2008;BOI;SFO;N973SW
28611;6359;27/10/2008;27/10/2008;BOI;SFO;N958SW
28612;6360;27/10/2008;27/10/2008;SFO;SLC;N730SK
28613;6360;25/10/2008;25/10/2008;SFO;SLC;N746SK
28614;6360;26/10/2008;26/10/2008;SFO;SLC;N767SK
28615;6360;27/10/2008;27/10/2008;SLC;SFO;N730SK
28616;6360;26/10/2008;26/10/2008;SLC;SFO;N767SK
28617;6360;25/10/2008;25/10/2008;SLC;SFO;N746SK
28618;6361;26/10/2008;26/10/2008;DEN;COS;N754SK
28619;6361;25/10/2008;25/10/2008;DEN;COS;N743SK
28620;6361;27/10/2008;27/10/2008;DEN;COS;N774SK
28621;6369;26/10/2008;26/10/2008;TUS;SFO;N701SK
28622;6369;27/10/2008;27/10/2008;TUS;SFO;N939SW
28623;6369;25/10/2008;25/10/2008;TUS;SFO;N953SW
28624;6370;26/10/2008;26/10/2008;ONT;SFO;N762SK
28625;6370;27/10/2008;27/10/2008;ONT;SFO;N698BR
28626;6374;26/10/2008;26/10/2008;PSP;SFO;N958SW
28627;6374;25/10/2008;25/10/2008;PSP;SFO;N948SW
28628;6374;27/10/2008;27/10/2008;PSP;SFO;N945SW
28629;6375;25/10/2008;25/10/2008;ORD;SDF;N750SK
28630;6375;25/10/2008;25/10/2008;SDF;ORD;N750SK
28631;6376;27/10/2008;27/10/2008;SFO;BUR;N958SW
28632;6376;26/10/2008;26/10/2008;SFO;BUR;N907SW
28633;6376;25/10/2008;25/10/2008;SFO;BUR;N973SW
28634;6377;26/10/2008;26/10/2008;CPR;DEN;N957SW
28635;6377;27/10/2008;27/10/2008;CPR;DEN;N962SW
28636;6377;25/10/2008;25/10/2008;CPR;DEN;N466SW
28637;6377;25/10/2008;25/10/2008;DEN;CPR;N466SW
28638;6377;27/10/2008;27/10/2008;DEN;CPR;N962SW
28639;6377;26/10/2008;26/10/2008;DEN;CPR;N957SW
28640;6378;27/10/2008;27/10/2008;SFO;COS;N937SW
28641;6378;26/10/2008;26/10/2008;SFO;COS;N915SW
28642;6378;25/10/2008;25/10/2008;SFO;COS;N944SW
28643;6379;27/10/2008;27/10/2008;BOI;SFO;N930SW
28644;6379;25/10/2008;25/10/2008;BOI;SFO;N982SW
28645;6379;26/10/2008;26/10/2008;BOI;SFO;N932SW
28646;6380;26/10/2008;26/10/2008;SFO;BOI;N701SK
28647;6380;25/10/2008;25/10/2008;SFO;BOI;N929SW
28648;6380;27/10/2008;27/10/2008;SFO;BOI;N917SW
28649;6382;26/10/2008;26/10/2008;BOI;SFO;N915SW
28650;6382;25/10/2008;25/10/2008;BOI;SFO;N944SW
28651;6382;27/10/2008;27/10/2008;BOI;SFO;N907SW
28652;6382;27/10/2008;27/10/2008;SFO;BOI;N907SW
28653;6382;25/10/2008;25/10/2008;SFO;BOI;N944SW
28654;6382;26/10/2008;26/10/2008;SFO;BOI;N915SW
28655;6383;27/10/2008;27/10/2008;BOI;SFO;N925SW
28656;6383;25/10/2008;25/10/2008;BOI;SFO;N958SW
28657;6383;26/10/2008;26/10/2008;BOI;SFO;N964SW
28658;6385;25/10/2008;25/10/2008;ORD;DSM;N935SW
28659;6386;25/10/2008;25/10/2008;SFO;BOI;N740SK
28660;6386;26/10/2008;26/10/2008;SFO;BOI;N907SW
28661;6386;27/10/2008;27/10/2008;SFO;BOI;N975SW
28662;6387;27/10/2008;27/10/2008;SFO;PSP;N945SW
28663;6387;26/10/2008;26/10/2008;SFO;PSP;N964SW
28664;6387;25/10/2008;25/10/2008;SFO;PSP;N958SW
28665;6388;26/10/2008;26/10/2008;BOI;SFO;N937SW
28666;6388;27/10/2008;27/10/2008;BOI;SFO;N945SW
28667;6388;27/10/2008;27/10/2008;SFO;BOI;N945SW
28668;6388;26/10/2008;26/10/2008;SFO;BOI;N937SW
28669;6390;25/10/2008;25/10/2008;SFO;SNA;N762SK
28670;6390;26/10/2008;26/10/2008;SFO;SNA;N762SK
28671;6390;27/10/2008;27/10/2008;SFO;SNA;N743SK
28672;6390;27/10/2008;27/10/2008;SNA;SFO;N743SK
28673;6390;26/10/2008;26/10/2008;SNA;SFO;N762SK
28674;6390;25/10/2008;25/10/2008;SNA;SFO;N762SK
28675;6391;25/10/2008;25/10/2008;TUS;LAX;N745SK
28676;6391;26/10/2008;26/10/2008;TUS;LAX;N986SW
28677;6391;27/10/2008;27/10/2008;TUS;LAX;N903SW
28678;6393;26/10/2008;26/10/2008;ABQ;SFO;N929SW
28679;6393;25/10/2008;25/10/2008;ABQ;SFO;N925SW
28680;6393;27/10/2008;27/10/2008;ABQ;SFO;N926SW
28681;6394;25/10/2008;25/10/2008;FCA;DEN;N967SW
28682;6394;26/10/2008;26/10/2008;FCA;DEN;N979SW
28683;6394;27/10/2008;27/10/2008;FCA;DEN;N963SW
28684;6396;25/10/2008;25/10/2008;BUR;DEN;N973SW
28685;6396;27/10/2008;27/10/2008;BUR;SFO;N937SW
28686;6396;26/10/2008;26/10/2008;BUR;SFO;N915SW
28687;6396;26/10/2008;26/10/2008;SFO;BUR;N915SW
28688;6396;27/10/2008;27/10/2008;SFO;BUR;N937SW
28689;6398;27/10/2008;27/10/2008;SFO;BOI;N958SW
28690;6398;26/10/2008;26/10/2008;SFO;BOI;N958SW
28691;6398;25/10/2008;25/10/2008;SFO;BOI;N915SW
28692;6399;27/10/2008;27/10/2008;DEN;FCA;N967SW
28693;6399;25/10/2008;25/10/2008;DEN;FCA;N952SW
28694;6399;26/10/2008;26/10/2008;DEN;FCA;N909SW
28695;6399;27/10/2008;27/10/2008;FCA;DEN;N967SW
28696;6399;26/10/2008;26/10/2008;FCA;DEN;N909SW
28697;6399;25/10/2008;25/10/2008;FCA;DEN;N952SW
28698;6400;26/10/2008;26/10/2008;EUG;SFO;N982SW
28699;6400;25/10/2008;25/10/2008;EUG;SFO;N762SK
28700;6400;27/10/2008;27/10/2008;EUG;SFO;N917SW
28701;6401;27/10/2008;27/10/2008;EUG;SFO;N767SK
28702;6401;25/10/2008;25/10/2008;EUG;SFO;N756SK
28703;6401;26/10/2008;26/10/2008;EUG;SFO;N738SK
28704;6402;26/10/2008;26/10/2008;EUG;SFO;N958SW
28705;6402;27/10/2008;27/10/2008;EUG;SFO;N939SW
28706;6402;27/10/2008;27/10/2008;SFO;EUG;N939SW
28707;6402;26/10/2008;26/10/2008;SFO;EUG;N958SW
28708;6404;26/10/2008;26/10/2008;EUG;SFO;N958SW
28709;6404;25/10/2008;25/10/2008;EUG;SFO;N763SK
28710;6404;27/10/2008;27/10/2008;EUG;SFO;N945SW
28711;6404;27/10/2008;27/10/2008;SFO;EUG;N945SW
28712;6404;26/10/2008;26/10/2008;SFO;EUG;N958SW
