;name;gender
19880;Marsó, Francisco;m
19881;Pagani, Amedeo;
19882;Placido, Michele;m
19883;Saba, Umberto;
19884;Salvatori, Renato;m
19885;Tamburella, Marco;
19886;Wendel, Lara;f
19887;Andrada, Frank;
19888;Barkina, Meral;m
19889;Dunsal, Kara;f
19890;Gaita, Alfonso;m
19891;Gutierrez, Jose;
19892;Hofer, Herbert;m
19893;Ionouglu, Ismet;m
19894;Kaban, Muzaffer;
19895;Klein, Denis;m
19896;Mural, Ugur;m
19897;Reynolds, Juan G.;
19898;Turan, Muzaffer;
19899;Ardisson, George;m
19900;Campa, Antonio;m
19901;Siciliano, Mario;
19902;Trebbi, Danila;f
19903;Bancells, Irene;f
19904;Maccione, Aldo;m
19905;Pittorru, Fabio;
19906;Ricci, Sérgio;m
19907;Santini, Gino;
19908;Villani, Carmen;f
19909;Dos Santos, Hortensia;f
19910;García Cervera, Carmen;f
19911;Ozores, Alejandro;
19912;Ramos, Dionisio;m
19913;Sánchez, Helder;f
19914;Albéniz, Isaac;
19915;Amer, María;f
19916;Andreo, Joan Francesc;m
19917;Barber, Inés;
19918;Belenguer, Pau;m
19919;Frontera, Airan;m
19920;González Guerrero, Juan;
19921;Jiménez, Miguel Ángel;m
19922;Tognarelli, Giannie;
19923;Alfonso, Javier;m
19924;Alfonso, Julio M.;m
19925;Castiñeiras, María Luisa;f
19926;García, Juana;f
19927;Herrero, Maureen;f
19928;Ladoire, Leon;m
19929;Vilar, Francisco;m
19930;Aguilar, José María;m
19931;Blanco, Salomé;
19932;Calvache, Antonio;
19933;Mañas, Irene;
19934;Navar, José;m
19935;Abulafia, Carolina;
19936;Arias, Ernesto;m
19937;Aste, Fabio;m
19938;Balmayor, Paula;
19939;Barrio, Antonio;
19940;Carnevale, Marcos;m
19941;Chiaffone, Claudio;m
19942;Cravino, Graciela;f
19943;Fanego, Camila;
19944;Florimonti, Gladys;f
19945;Francella, Guillermo;m
19946;Geijo, Silvia;f
19947;Gentile, Diego;m
19948;Gianola, Fabián;m
19949;Giménez, Susana;f
19950;Gundin, Mariano;m
19951;Jusid, Juan José;m
19952;Macchi, Alicia;
19953;Manno, Victoria;f
19954;Mazzeo, Luis;m
19955;Mentasti, Carlos;
19956;Morales, Conrado;m
19957;Mutti, Nahuel;m
19958;Neumann, Nicole;f
19959;Nimo, Guillermo;m
19960;Noya, Jorge;m
19961;Peludi, Miguel;m
19962;Puente, Alejandro;
19963;Serrano, Rolly;m
19964;Spinetta, Catarina;f
19965;Sujatovich, Leo;m
19966;Tchira, Martín;m
19967;Uribelarrea, Pía;f
19968;Urtizberéa, Gonzalo;m
19969;Vacas, Ricardo;m
19970;Valencia, Jorge;m
19971;Vespa, Carolina;f
19972;Washington, Francisco;m
19973;Fernández, Sofía;f
19974;Tormo, Rafael;m
19975;Zanni, Juan;m
19976;Castellano, Carlos;m
19977;Karr, Mariana;f
19978;Moreno, Ascensión;f
19979;Pastor, Librado;
19980;Brauner, Asher;m
19981;Caballero, Steve;m
19982;Danielle, Suzanne;f
19983;Horner, Penelope;f
19984;McGill, Mike;m
19985;McNichol, Jimmy;m
19986;Mower, Patrick;m
19987;Quinn, Patricia;f
19988;Van Patten, Timothy;m
19989;Wayne, Ethan;m
19990;Wechsler, Len;
19991;Wellman, Cathy;f
19992;Baratta, Jordi;m
19993;Borràs, Cristina;f
19994;Casillas, Ángela;f
19995;Izard, Christian;m
19996;Pastor, Esther;f
19997;Porras, Sebastià;m
19998;Pérez, Joanma;m
19999;Sánchez, Esther;f
20000;Vila, Rosa;f
20001;Vilert, Núria;f
20002;Dotes, Gloria;f
20003;Fuertes, Mari Ángeles;f
20004;Gonzalez, Alicia;f
20005;Hernán, Victoria;f
20006;López Somoza, Rafael;m
20007;Romero, Francisco Javier;m
20008;Ávila, Enrique;m
20009;Cunhill, Maria;f
20010;García Calvo, Herminio;
20011;Moriarty, Marco;m
20012;Raymond, Erik;m
20013;Rodrigo, Mel;m
20014;Rohmer, Sax;
20015;Saury, Maite;f
20016;Brunet, Augusto;m
20017;Cousins, Frank;m
20018;Gordon, Andrea;f
20019;Mas-Griera, Albert;
20020;Stone, John;m
20021;Balbuena, Silvio F.;
20022;Ibir, Terpy;m
20023;Andreu, Simó;m
20024;Carbonell, Oriol;
20025;De Luna, Aureli;m
20026;Henderson, Henry;m
20027;Lop, David;m
20028;Prades, Daniel;m
20029;Vadell, Loreto;
20030;Valcells, Miguel;m
20031;Vila-San-Juan, Morrosko;m
20032;Dios, Christian;m
20033;Izquierdo, Juana;f
20034;Milá, Rosa;f
20035;Peña, Lola;f
20036;García, Julio C.;m
20037;Garma, Julio;m
20038;Granados, Rubén;
20039;Gutiérrez, Cristina;f
20040;Hernández, Cristina;
20041;Izquierdo, Rafael;
20042;Lizaralde, Alberto;
20043;Lizaralde, Raúl;m
20044;Moreno, Alfonso;m
20045;Moreno, Daniel;m
20046;Negredo, Laura;
20047;Pinto Sanz, Javier;
20048;Pérez, Sonia;
20049;Rico, Mónica;f
20050;Saavedra, Ángel;m
20051;Valhermoso, Alberto R.;
20052;Valhermoso, Daniel R.;
20053;Bernhardt, Kevin;m
20054;Borton, Douglas;
20055;Forster, Robert;m
20056;Hayes, Isaac;m
20057;Jourdan, Louis;m
20058;Kennedy, George;m
20059;Millar, Robert;m
20060;Moran, Betty;f
20061;Rubio, Enrique;m
20062;Stevens, Andrew;m
20063;Venables, Nancy;f
20064;Green, Virgin;f
20065;Monroe, May;f
20066;York, Gary;m
20067;Esteban, Lucía;m
20068;Beukelaers, François;m
20069;Château, Agnès;f
20070;Tellería, Ernesto;
20071;Ayllón, Yolanda;f
20072;David, Luis;m
20073;Mayenco, José A.;m
20074;Paso Jardiel, Paloma;f
20075;Tabasco, Paloma;f
20076;Bau, Ignasi;m
20077;Caballero, Mario;m
20078;Camos, Irene;f
20079;Canadell, Lluís;m
20080;Hannawi, Kamal H.;
20081;Martínez, Manel;
20082;Molet, Elisabet;
20083;Narváez, Daniel;
20084;Peralta, Cristina;f
20085;Puig, Salvador;m
20086;Cabrera, Jordi;
20087;Iglesias, Isabel;
20088;Lobo, Álvaro;m
20089;Loza, Tonatiuh;
20090;Pérez Santana, Javier;
20091;Ramos, Vicente;m
20092;Serra, Xavier;
20093;Serrano, Penélope;f
20094;Cabruja, Teresa;
20095;Aizpuru, Iñaki;
20096;Ugatz, Santi;
20097;Díaz, Fabri;m
20098;Galván, Ernesto;m
20099;Guzmán, Fernando H.;
20100;Martínez Pardo, Manuel;m
20101;Paz, Lola;f
20102;García, Alfredo;
20103;Pere, Emili;m
20104;María, Inka;f
20105;Solans, Ricard;m
20106;Ferro, Rafael;m
20107;Hernández, Victoria;f
20108;Lefe, Botoa;m
20109;Lion Depetre, Álvaro;m
20110;Marín, Javier;m
20111;Picazo, Ángel;m
20112;Requejo, Ramón;m
20113;Salas, José Antonio;m
20114;Santoyo, Lola;f
20115;Villalba, Charo;f
20116;Vázquez, Marcos;m
20117;Bevia, Luis;m
20118;Esparza, Pedro;
20119;Romeo, Roberto;
20120;Alonso Fontán, Antón;m
20121;Benito Rueda, Luis;
20122;Bravo, Xan;m
20123;Chamorro, Graciela;f
20124;Claro, Alfonso;m
20125;Montes, Diego;m
20126;Montes, Mari Luz;
20127;Ramiro, Graciela;f
20128;Álvarez Indio, Ricardo;m
20129;Caba Alba, Julia;f
20130;Gil, Sarita;f
20131;Hita, Víctor;m
20132;Reñe, Lucas;m
20133;Tejela, Fernán;m
20134;Varona, César;m
20135;Wallner, Erika;f
20136;Brown, Fredric;m
20137;Cano, Carmelo;m
20138;Corsetti, Ricardo;m
20139;Expósito, Juan Francisco;m
20140;González Mauricio, Manolo;m
20141;Gutiérrez, José Luis;m
20142;Hernández, Tatiana;f
20143;Herrera, Suso;m
20144;Hertz, Julio;m
20145;Melo, Francisco;m
20146;Pérez, Laureano;m
20147;Pérez, Mónica;f
20148;Rodríguez, Benito;m
20149;Siemens, Ursula;f
20150;Soriano, Arturo;m
20151;Tarsicio;m
20152;Yourieff, Tatiana;f
20153;del Hoyo, Fernando;m
20154;Aguirre, J.J.;
20155;Barroso, Pepa;f
20156;Cossío, Rosa;f
20157;De Blas, José Carlos;m
20158;De Blas, Luis Miguel;m
20159;Dorrego, Jorge;
20160;Losada, Inocencio;m
20161;Martín, Felipe;m
20162;Mazón, Juan;m
20163;Medina, José Manuel;m
20164;Romero, Pedro;m
20165;Vaughan, Dennis;m
20166;del Hoyo, Pablo;m
20167;Buero Vallejo, Antonio;m
20168;Molina, Joaquín;m
20169;Aleksandrova, Tamara;f
20170;Angelova, Yevgeniya;f
20171;Atanassov, Atanass;m
20172;Bankov, Banko;m
20173;Baynaud, Erwan;m
20174;Beletskaya, Niolina;f
20175;Belous, Vitalik;
20176;Binev, Nikolai;m
20177;Bodrov Jr., Sergey;m
20178;Bodrov, Sergey;m
20179;Bonnaire, Sandrine;f
20180;Brioukhanova, Anna;
20181;Capdeville, Fabien;
20182;Caroff, Bernard;
20183;Caron, François;m
20184;Casanova, Jauris;m
20185;Chapron, Joël;m
20186;Chompolov, Buryan;
20187;Cofaliev, Robin;m
20188;Dailland, Laurent;m
20189;Delage, Isabelle;f
20190;Deneuve, Catherine;f
20191;Dogileva, Tatyana;f
20192;Doyle, Patrick;m
20193;Fey, Jean-Christophe;
20194;Féret, René;m
20195;Ganev, Mikhail;m
20196;Ganev, Valentin;m
20197;Gardel, Louis;m
20198;Gayraud, Pierre-Yves;
20199;Gentchev, Maxim;m
20200;Gindilis, Yevgeni;
20201;Gospodinov, Iordan;m
20202;Ibragimbekov, Rustam;m
20203;Isle de Beauchaine, Gonzague;
20204;Karalambova, Meglena;f
20205;Karalenko, Igor;m
20206;Khaliapina, Larissa;
20207;Khaliapine, Denis;
20208;Kholovtchouk, Vitali;
20209;Kirilov, Ivan;m
20210;Kirilov, Kiril;
20211;Kirilov, Stefan;
20212;Kojema, Dimitri;
20213;Kojema, Irina;
20214;Krastev, Malin;m
20215;Krouchovska, Tatiana;
20216;Kuzmishov, Sergei;m
20217;Kyrilov, Stephan;
20218;Laska, Marta;
20219;Lejort, Olivier;
20220;Lemasson, Yuna;
20221;Lenfant, Nicole;
20222;Levchenko, Aleksey;
20223;Lissigor, Oleg;m
20224;Lyutskanova, Tanya;f
20225;Machain, Xavier;
20226;Manassiev, Plamen;m
20227;Manoukov, Grigori;m
20228;Marinov Pelo, Valentin;m
20229;Marinov, Aleksandr;
20230;Marinov, Mac;m
20231;Markov, Emil;m
20232;Martin, Daniel;m
20233;Massalitinova, Tania;f
20234;Menshikov, Oleg;m
20235;Mikhailova, Ludmila;f
20236;Mircheva, Tsvetana;f
20237;Mladenov, Stefan;m
20238;Moutaftchieva, Albena;
20239;Nicolas, Pierre-Laurent;
20240;Nikolov, Dimitar;m
20241;Ognev, Ilya;
20242;Panchuk, Pyotr;m
20243;Petrov, Ivan;m
20244;Philipov, Philippe;
20245;Pikhour, Lidia;
20246;Pouliot, François;
20247;Rankov, Krassimir;m
20248;Raphaël, Karine;f
20249;Riou, Erwan;
20250;Rodnyansky, Alexander;m
20251;Saint-Macary, Hubert;m
20252;Savov, Ivan;m
20253;Schneid, Hervé;m
20254;Six, Thierry;
20255;Stolyarchuk, Aleksandr;m
20256;Stoyanov, Aleksandr;m
20257;Stupka, Bogdan;m
20258;Svetozarov, Vladimir;
20259;Tabakova, Viara;f
20260;Tanev, Valentin;m
20261;Tapiero, Ruben;m
20262;Tchetirkine, Alexandre;
20263;Tchouiko, Anatoly;
20264;Tolstunov, Igor;
20265;Toneva, Galina;
20266;Toshkova, Marusia;
20267;Tymen, Jean-François;
20268;Verdi, Marie;f
20269;Vertinsky, Aleksei;m
20270;Wargnier, Régis;m
20271;Yakovlev, Yuriy;m
20272;Yavorov, Kalin;m
20273;Yossifova, Detchka;
20274;Ziounkine, Alexei;
20275;de Jesus, Philippe;
20276;Gamero, Juan A.;
20277;Gamero, Juan Antonio;
20278;Estany, Josep;
20279;Figura, Katarzyna;f
20280;Garrofe, Tomas;
20281;Viaplana, Vicenc;
20282;Merinero, Carlos F.;
20283;Alpuente, Fernando;
20284;Cóndor, Miguel Ángel;m
20285;López-Peláez, Roberto;m
20286;Bernardini, Giuseppe;
20287;Blavier, Virginie;f
20288;Borromeo, Christian;m
20289;Francés, Antonio;
20290;Incontrera, Annabella;f
20291;López, María Luz;f
20292;Navarro, Alejandro;m
20293;Nolano, Lucia;
20294;Pastore, Sergio;
20295;Patucchi, Daniele;
20296;Prida, Francisco F.;
20297;Riba, Marcos;m
20298;Royo, Enrique;m
20299;Serato, Massimo;m
20300;Tomás, David;m
20301;Alcaraz, Julio;m
20302;Anderson, Rebeca;f
20303;Grand, Eduardo;m
20304;Hoyos, José Antonio;
20305;Montero, Julia;f
20306;Otranto, Enrique;m
20307;Ruiz Iriarte, Víctor;
20308;Salas, Carmen;f
20309;Saló, Manuel María;
20310;Aparicio, Florencio;
20311;Cabrera, Joao;
20312;Castro, Segis P.;m
20313;González, Francisco;m
20314;Marcos, Jesús G.;m
20315;Pajares, Juan Carlos;m
20316;Robles, Juan;m
20317;Suárez Vega, Julio;m
20318;Tortuero, Paco;m
20319;Vega, Pablo;
20320;Zapico, Felipe;m
20321;Gallego, Aurelio;
20322;Guerrero, José María;m
20323;Bernedo, María Luisa;
20324;Cascales, Carmen;
20325;Pantoja, Rosina;f
20326;Rivera, Prado;f
20327;Ruiz Capilla, Maribel;
20328;Vidal, Carmen;f
20329;Caño, Daniel;
20330;Molina, Aurora;
20331;Fernández, José Antonio;m
20332;Freire, Catalina;f
20333;Gracia, Jesús;m
20334;Morales, Julio;m
20335;Núñez, Gloria;m
20336;Real, Matoya del;
20337;Sánchez, Isabel;f
20338;Urdiales, Emilio;m
20339;Vélez, Clara;f
20340;Vélez, Sara;f
20341;de Castrillón, José G.;m
20342;Botas, Juan;m
20343;Font, Roberto;m
20344;Hidalgo, Carlos;m
20345;Hidalgo, Ángel;m
20346;Ledgard, Kiko;m
20347;Navarro, Elena;f
20348;Navarro, Purificación;f
20349;Hakim, Mimon;m
20350;López Domínguez, Valeriano;
20351;Sufian, Mohamed;m
20352;Bellus, Agustín;m
20353;Piñero, Ana;f
20354;Yaski, Adriana;f
20355;Miralles, Raquel;f
20356;Agrelo, Xosé M.;m
20357;Armada, Alfonso;m
20358;Barreiro, Manuel;m
20359;Casal, Antón;m
20360;Cippini;m
20361;Gez, Marisol;f
20362;Lago, Manuel G.;m
20363;López, Ángeles;f
20364;Pereira, Pilar;f
20365;Pereira, Tito;m
20366;Portela, Xosé L.;m
20367;Ricolo;m
20368;Rivas, Lola;f
20369;Rodríguez, Ester;f
20370;Tarrío, Chiruca;f
20371;González, María del Carmen;f
20372;Quow, Patricia;f
20373;Ros, Antonio;m
20374;Sancho, Maria Luisa;f
20375;Tejera, Consuelo;f
20376;Tejera, María Encarna;f
20377;de Sade, Marquis;
20378;Alonso, Rebeca;f
20379;Chirbes, Rafael;m
20380;de Benito, Antonio;
20381;Arcay, Sabelle;
20382;Bahs, Henning;m
20383;Bendixen, Britt;f
20384;Bendtsen, Henning;m
20385;Bober, Philippe;
20386;Borek, Ewa;
20387;Christensen, Bo;m
20388;Crone, Erik;
20389;Duplat, François;
20390;Flygare, Claus;m
20391;Gebuhr, Vera;f
20392;Godeau, Patrick;
20393;Haugstrup, Peter;m
20394;Herskó, János;m
20395;Holbek Trier, Cæcilia;f
20396;Holbek, Joachim;m
20397;Jarosz, Józef;m
20398;Jencquel, Julian;
20399;Jensen, Henning;m
20400;Järegård, Ernst-Hugo;m
20401;Klosinski, Edward;m
20402;Kuhlbrodt, Dietrich;m
20403;Ledin, Jon;m
20404;Lokcinski, Tadek;m
20405;Magnusson, Leif;m
20406;Matz, Lisbet;
20407;Meurisse, Jean-Paul;
20408;Mital, Gérard;
20409;Mørk, Erik;m
20410;Müller, Erno;m
20411;Obel, Gunnar;
20412;Overgaard, Mouns;
20413;Owe, Baard;m
20414;Perfort, Holger;m
20415;Petersen, Else;f
20416;Poulsen, Benny;m
20417;Rafn, Hardy;m
20418;Reenberg, Jørgen;m
20419;Sajuk, Zdzislaw;
20420;Simpson, Michael Phillip;m
20421;Steenberg, Monica;
20422;Sukowa, Barbara;f
20423;Talila;f
20424;Thomsen, Anne Werner;f
20425;Valentine, Françoise;
20426;Vørsel, Niels;m
20427;Zimet, Ben;m
20428;Hernandez, Fernando J.;
20429;Riquelme, Jorge;m
20430;Sendino, Ana;f
20431;Vozza, Pablo;
20432;Alessandroni, Alessandro;m
20433;Chiodetti, Brunello;m
20434;Onorati, Ennio;
20435;Onorati, Marino;
20436;Valente, Pippo;m
20437;Vitale, Pippo;m
20438;Codeso hijo, Manuel;m
20439;Craig, Faye;f
20440;Delgado, Luz;
20441;Escalona, Amalita;f
20442;Espejo, Ana María;f
20443;Espinosa, Josito;m
20444;Espinosa, Ricardito;m
20445;Phens, Oscar;m
20446;Soler, J. Antonio;m
20447;Starhemberg, Heinrich;m
20448;Agosto, William;m
20449;Amussen, Julio;
20450;Arizmendi, Alida;f
20451;Berrio, Lolita;f
20452;Bethel, Carlos;m
20453;Boing, Yo-Yo;m
20454;Bonilla, Tito;m
20455;Breeskin, Olga;f
20456;Cadilla, Elia Enid;f
20457;Chacón, Iris;f
20458;Díaz, José;
20459;Fabregues, Ricardo;m
20460;Fernández, Caridad;f
20461;Fernández, Lucy;
20462;Fernández, Silla;m
20463;Marillo, Alina;f
20464;Marrero, Chavito;m
20465;Mas, Maruja;f
20466;Pantoja, José;m
20467;Power, Roberto;
20468;Rodriguez, Adalberto;m
20469;Rodríguez, Julio;
20470;Ríos, Raúl;
20471;Sales, Candido;
20472;Sentidos, Eliseo;
20473;Fernández Díez, Patricia;f
20474;Jeromín;m
20475;Cid, José Luis;
20476;Fernández, Graciano;m
20477;Guasp, Isabel;f
20478;Agurto, Santiago;m
20479;Aranda, Manuel Bautista;m
20480;Barandiarán, Juan;
20481;Benítez, Juan;
20482;Benítez, Juan José;m
20483;Mújica, Fernando;
20484;Ochuya, Basilio;m
20485;Pezzia, Alejandro;m
20486;Bayo, Marina;f
20487;Belza, Irene;f
20488;Espías, Nieves;f
20489;Johansen, Christian;m
20490;Lecumberri, Helena;f
20491;Palma, Susana;f
20492;Palou, Montse;f
20493;Ribelles, Alejandro;m
20494;Ribelles, Ricardo;m
20495;Ricart, Carla;f
20496;Romeu, Juan Carlos;m
20497;Serradó, Albert;
20498;Sánchez, Sebastián;m
20499;Vallbona, Jordi;m
20500;Vicente, Eduard;
20501;Argudo, Alberto;m
20502;Leveder, Roger;m
20503;Polonio, Eduardo;
20504;Sobrino, Francisco;
20505;Belvis, Lluis;
20506;Coronado, Manuel;m
20507;Rodríguez Sanz, Carlos;
20508;Arqué, Bàrbara;f
20509;Bey García, Rafael;m
20510;Braga, Isabel;f
20511;Brandaó, Eduardo;m
20512;Cruz, André;m
20513;Detry, Antonieta Noelle;f
20514;El Rasi, Rachid;m
20515;Jorba, Enric;m
20516;Lambert, Roy;m
20517;Lemus, Johnny;m
20518;Lluró Cuca, Isabel;f
20519;López, Carol;f
20520;Manson Addai, Duke;m
20521;Manson, Duque;
20522;Martín, Alex;m
20523;Masó, Montserrat;f
20524;Metsunada, Eiji;m
20525;Miralles, Juan Manuel;m
20526;Oliveira, Licio Marcos de;m
20527;Perry, Robert;m
20528;Pérez, Betty;f
20529;Rottier, Anna;f
20530;Sendra, Viçens;m
20531;Sevillano, Víctor;m
20532;Sánchez, Mariano;m
20533;Tarrida Tarro, Oriol;m
20534;Torellas, Lucía;f
20535;de la Dehesa, David;m
20536;Blat, Alberto Carles;
20537;Gallego, Adolfo;m
20538;Prieto, José Luis;m
20539;Revuelta, Pilar;f
20540;de León, Eligio;m
20541;Bustamante, Jesús;
20542;Montero, Nano;
20543;Alcocer, Beatriz;
20544;Alvez, Margarita;f
20545;Banderas, Mariano;m
20546;Debón, Juan;m
20547;Fernández Santos, Jesús;m
20548;Garcia, Eva;f
20549;Maldonado, Francisco;m
20550;Molina, María Jesús;f
20551;Ortega, Vicente;
20552;Lázaro, Prado;m
20553;Moreno, Marisa;f
20554;Rivera, Leonoro;m
20555;Alia, Juanjo;m
20556;Beltrán, José Luis;m
20557;Garcés, Miguel;m
20558;García, Felicitas;f
20559;Herrero, José;m
20560;Olayo, Soledad;f
20561;Palomares, Lola;f
20562;Quesada, Salvador;m
20563;Rico, Alfonso;m
20564;Santiago, Palmira;f
20565;Savall, Angie;f
20566;Suazo, Eloísa;f
20567;Ávila, Rosa;f
20568;Anaiak, Artza;
20569;Burgalete, Pedro;
20570;Recondo, Ibai;
20571;Vizcaino, Javier;
20572;de Luxan, Margarita;
20573;Arévalo, Pilar;f
20574;Truffaut, François;m
20575;Churchill, Caryl;f
20576;Hernán, Vicente;m
20577;Palomero, Antonio;m
20578;Mendy, Juan José;
20579;Audran, Stéphane;f
20580;Awak, Tony;m
20581;Barbier, Alain;m
20582;Beretta, Daniel;m
20583;Bouhon, Jean-Jacques;
20584;Chateau, René;m
20585;Chevalier, Amelie;f
20586;Ciberot, Bernard;
20587;Cnokaert, Isabelle;f
20588;Couderc, Jacques;m
20589;Dalmès, Mony;f
20590;Diffring, Anton;m
20591;Eudes, Dominique;
20592;Fellous, Maurice;m
20593;Fouques, Thierry;m
20594;Gorska, Nicky;f
20595;Jean, Christiane;f
20596;Laurent, Antonina;f
20597;Lebrun, Michel;m
20598;Mazarin, Jean;
20599;Musumarra, Romano;
20600;Pansu, Christine;
20601;Philippot, Marcel;m
20602;Poirier, Henri;m
20603;Ripert, Pierre;
20604;Sabardin, Laure;f
20605;Savalas, Telly;m
20606;Thamar, Tilda;f
20607;Thomas, Doris;f
20608;Tolzac, Jean;m
20609;Vital, Pascale;f
20610;Zalcberg, Gérard;m
20611;Adriaco, Adrien;
20612;Beglia, Philippe;m
20613;Besse, Zoon;m
20614;Brenner, Carole;f
20615;Caron, Didier;m
20616;Chahine, Khalil;m
20617;Chaintron, Jean-François;m
20618;Chevallier, Pierre;m
20619;Depardieu, Alain;m
20620;Desmarets, Sophie;f
20621;Douillet, David;m
20622;Elbé, Pascal;m
20623;Grégorio, Annie;f
20624;Heckendorn, Thierry;m
20625;Houde, Marcel;m
20626;Illouz, Maurice;m
20627;Jouanneau, Jacques;m
20628;Jouzier, Annie;f
20629;Jugnot, Gérard;m
20630;Lamotte, Martin;m
20631;Larmande, Bernard;m
20632;Laroque, Michèle;f
20633;Leroux, Maxime;m
20634;Lhermitte, Thierry;m
20635;Lizana, Patrick;m
20636;Lopes-Curval, Philippe;m
20637;Malignon, Jean-Pierre;m
20638;Marchisio, Roland;m
20639;Mazeas, Marine;f
20640;Morel, François;m
20641;Moss, Pétronille;f
20642;Piéplu, Claude;m
20643;Reinert, Raoul B.;
20644;Rousset, Didier;m
20645;Slagmulder, Bruno;m
20646;Sturbelle, Philippe;m
20647;Tarbouriech, Bonnafet;m
20648;Thomas, Elric;m
20649;Vilsek, Xavier;m
20650;Yanne, Jean;m
20651;Bartos Velasco, A.;m
20652;Fernández Moreno, M.;f
20653;González Ordi, C.;m
20654;Mateo, Elisa;f
20655;Abusada, Jordi;m
20656;Alonso-Pimentel, Gusa;
20657;Camurat, Béatrice;f
20658;Carbonero, Aníbal;m
20659;Corcuera, Javier;m
20660;Martín, José Julio;
20661;Ortion, Gilles;m
20662;Prudencio, Sonia;
20663;Santos, Jesús David;
20664;Álvaro, Primitivo;
20665;Machado, Paula;f
20666;Ortuño, Raquel;f
20667;Alonso, Jorge Luis;m
20668;Baptista, Ariel;m
20669;Bellavista, Jesús;m
20670;Bruch, Bruno;m
20671;Castelló, Joaquín;m
20672;Climent, Laura;f
20673;Cottençon, Fanny;f
20674;Duran, Virginia;f
20675;Ibáñez, Enrique;m
20676;Llopart, Gloria;f
20677;Lombarte, Manuel;m
20678;Manzanares, Juan;m
20679;Olavarría, Oscar;m
20680;Puig, Lluís;
20681;Salas, Antonio;m
20682;Vila, Ana;
20683;Beltrán, Enrique;m
20684;Bernardi, Giovanni;
20685;Bolongaro, Massimo;
20686;Botticelli, Gabriella;
20687;De Luca, Daniele;m
20688;Ferracini, Francesco;m
20689;Hidalgo, Maribel;f
20690;Koltay, Eva;
20691;Parra, Joaquín;m
20692;Terracina, Alberto;m
20693;Vasile, Paolo;
20694;Aaron, Jack;m
20695;Barry, B. Constance;f
20696;Bogyo, Peter;m
20697;Caus, Robert;m
20698;David, Nina;f
20699;Dorough, Bob;m
20700;Fritz, Joni;f
20701;Gonzales, Joe;
20702;Gonzalez, Joe;
20703;McManus, Michael;m
20704;Piñeyro, Gloria;
20705;Reynolds, Robert;m
20706;Scott, Farnham;m
20707;Seeger, Sanford;m
20708;Steel, Amy;f
20709;Stevens, January;f
20710;Cortés, Antonio;
20711;García Palmeiro, Ángel;
20712;Kohn, Mariella;f
20713;Lima, Mena;f
20714;Manzanares, Elena;f
20715;Martín, Oswaldo;m
20716;Pallín, Ángela;
20717;de la Brena, Isabel;
20718;Acebal, Loli;
20719;Arqués, Daniel;
20720;Arqués, Silvia;f
20721;Betriu, Marc;
20722;Chanzo, Miguel A.;
20723;Corbella, Paco;
20724;Enguídanos, Roberto;m
20725;Espinosa, Antoni;m
20726;Furío, Ángel;
20727;Molet, Isabel;
20728;Palomo, Deborah;f
20729;Suárez, Jordi;
20730;Urio, Ángel;
20731;Vicente, Carlos;m
20732;Viñolo, Georgina;
20733;Lorda, Raimond;
20734;Marbar, José Luis;
20735;Puig, Josep Maria;m
20736;Alcuaz, Asunción;f
20737;Cerrato, Antonio;m
20738;López, Sara;f
20739;Pérez, Ernesto;m
20740;Angelica, Aida;f
20741;Figueroa, Esperanza;f
20742;Grimón, Francisco;m
20743;López, Juanjo;
20744;Roig, Casimiro;m
20745;Salmerón, Ángel Vicente;m
20746;Sánchez del Río, Jesús;m
20747;Altevogt, Dirke;f
20748;Berckmans, Nicole;
20749;Brover-Rabinovici, Yves;
20750;Canezza, Lucien;m
20751;Desclozeaux, Amahi;f
20752;Dessca, Yves;
20753;Duval, Lucien;m
20754;Hillman, Marc;
20755;Hyde, April;f
20756;Kaleya, Tana;
20757;Ricci, André-Paul;
20758;Sportolaro, Tina;f
20759;Stewart, Alexandra;f
20760;Séchan, Edmond;m
20761;Tineo, Vicente;
20762;Cendra, Adelaide;f
20763;Chiusi, Sergio;
20764;Daniels, Leslie;m
20765;Faccenna, Marialuce;
20766;Forti, Yael;f
20767;Galimberti, Gilberto;m
20768;Lay, Cristina;f
20769;Lodetti, Cintia;f
20770;Martinelli, Angela;f
20771;Mulargia, Edoardo;
20772;Nicote, Maite;f
20773;Panaro, Anna Maria;f
20774;Profumo, Serafino;m
20775;Scandue, Giuseppe;
20776;Zoccheddu, Zaira;f
20777;Baixeras, Enrique;m
20778;Barral, Enrique;m
20779;Bermúdez, Manoel;m
20780;Díaz Noriega, José E.;m
20781;Gato, Miguel;
20782;Losada, Pilar;f
20783;Malumbres, Octavio;m
20784;Pérez, Juan A.;m
20785;Redondo, José;m
20786;Ruppén, Víctor M.;
20787;Saavedra, Miguel A.;m
20788;Sotillo, Eladio;m
20789;Sánchez, Suri;f
20790;Taxes, Francisco;m
20791;Vázquez, Cristina;f
20792;Barroso, Pepe;m
20793;Butler, Miguel Ángel;m
20794;Fernández, M. Carlos;
20795;Moreno Bogajo, Jesús;m
20796;Arranz, Agustín;m
20797;Barral, Concha;
20798;Beberide, Julio;
20799;Cano, Carlos;m
20800;Grange, Matilde;f
20801;Gálvez, José Antonio;m
20802;Hebrero, Gregorio;
20803;Linaza, José L.;
20804;Menéndez, Francisco;m
20805;Pasquale, Frédéric de;m
20806;Sanz, Julio César;m
20807;de la Llama, Valeriano;m
